;Zustandsname;Flächenheizer oben;Flächenheizer unten;FIT PT100;Druck Formwerkzeug;Stempelposition;Stempelgeschwindigkeit
10:08:07.228000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.229000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.230000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.231000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.232000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.233000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.234000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.235000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.236000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.237000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.238000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.239000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.240000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.241000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.242000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.243000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.244000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.245000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.246000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.247000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.248000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.249000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.250000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.251000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.252000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.253000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.254000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.255000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.256000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.257000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.258000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.259000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.260000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.261000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.262000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.263000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.264000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.265000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.266000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
10:08:07.267000;S2: Bearbeitung Heizen;120.370;120.030;0.000;0.000;0.000;0.000
